next-major $node ./tools/checkingSeatsInGroup
.
.
.
.
. CinemaId: 0000001067 || Cinema Name: Major Cineplex Central Rayong
. On progress branch : 64/154
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 61210 || Showtimes: 2019-01-17T14:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 18742 || Showtimes: 2019-01-17T19:10:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 18743 || Showtimes: 2019-01-17T22:00:00
>>> Theatre Name: Theatre 3 || Theatre Number: 3 || SessionId: 18730 || Showtimes: 2019-01-17T13:10:00
>>> Theatre Name: Theatre 3 || Theatre Number: 3 || SessionId: 18731 || Showtimes: 2019-01-17T16:00:00
>>> Theatre Name: Theatre 3 || Theatre Number: 3 || SessionId: 18732 || Showtimes: 2019-01-17T18:50:00
>>> Theatre Name: Theatre 3 || Theatre Number: 3 || SessionId: 18733 || Showtimes: 2019-01-17T21:30:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 18725 || Showtimes: 2019-01-17T13:40:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 18726 || Showtimes: 2019-01-17T16:00:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 18727 || Showtimes: 2019-01-17T19:00:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 18728 || Showtimes: 2019-01-17T21:10:00
>>> Subtotal SessionIds : 149|| Requests 1476 || Theatres : 14 || Branches : 10
.
.
.
.
. CinemaId: 0000001085 || Cinema Name: Major Cineplex Big C Suksawat
. On progress branch : 82/154
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 15049 || Showtimes: 2019-01-17T14:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 15050 || Showtimes: 2019-01-17T17:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 15051 || Showtimes: 2019-01-17T20:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 15053 || Showtimes: 2019-01-17T13:10:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 15054 || Showtimes: 2019-01-17T15:50:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 15055 || Showtimes: 2019-01-17T18:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 15056 || Showtimes: 2019-01-17T21:10:00
>>> Theatre Name: Theatre 3 || Theatre Number: 3 || SessionId: 15059 || Showtimes: 2019-01-17T13:10:00
>>> Theatre Name: Theatre 3 || Theatre Number: 3 || SessionId: 15057 || Showtimes: 2019-01-17T15:30:00
>>> Theatre Name: Theatre 3 || Theatre Number: 3 || SessionId: 15060 || Showtimes: 2019-01-17T18:30:00
>>> Theatre Name: Theatre 3 || Theatre Number: 3 || SessionId: 15061 || Showtimes: 2019-01-17T21:00:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 15063 || Showtimes: 2019-01-17T13:50:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 15064 || Showtimes: 2019-01-17T16:40:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 15065 || Showtimes: 2019-01-17T19:30:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14915 || Showtimes: 2019-01-31T10:30:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14916 || Showtimes: 2019-01-31T13:00:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14917 || Showtimes: 2019-01-31T15:30:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14918 || Showtimes: 2019-01-31T18:00:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14919 || Showtimes: 2019-01-31T20:30:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14920 || Showtimes: 2019-02-01T10:30:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14921 || Showtimes: 2019-02-01T13:00:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14922 || Showtimes: 2019-02-01T15:30:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14923 || Showtimes: 2019-02-01T18:00:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14924 || Showtimes: 2019-02-01T20:30:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14925 || Showtimes: 2019-02-02T10:30:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14926 || Showtimes: 2019-02-02T13:00:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14927 || Showtimes: 2019-02-02T15:30:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14928 || Showtimes: 2019-02-02T18:00:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14929 || Showtimes: 2019-02-02T20:30:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14930 || Showtimes: 2019-02-03T10:30:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14931 || Showtimes: 2019-02-03T13:00:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14932 || Showtimes: 2019-02-03T15:30:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14933 || Showtimes: 2019-02-03T18:00:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14934 || Showtimes: 2019-02-03T20:30:00
>>> Subtotal SessionIds : 149|| Requests 1546 || Theatres : 14 || Branches : 10
.
.
.
.
. CinemaId: 0000001086 || Cinema Name: Major Cineplex Lotus Phayakkhaphum Phisai
. On progress branch : 83/154
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9634 || Showtimes: 2019-01-17T13:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9635 || Showtimes: 2019-01-17T15:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9636 || Showtimes: 2019-01-17T18:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9637 || Showtimes: 2019-01-17T20:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9643 || Showtimes: 2019-01-18T10:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9644 || Showtimes: 2019-01-18T13:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9645 || Showtimes: 2019-01-18T15:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9646 || Showtimes: 2019-01-18T18:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9647 || Showtimes: 2019-01-18T20:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9655 || Showtimes: 2019-01-19T10:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9656 || Showtimes: 2019-01-19T13:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9657 || Showtimes: 2019-01-19T15:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9658 || Showtimes: 2019-01-19T18:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9659 || Showtimes: 2019-01-19T20:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9660 || Showtimes: 2019-01-20T10:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9661 || Showtimes: 2019-01-20T13:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9662 || Showtimes: 2019-01-20T15:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9663 || Showtimes: 2019-01-20T18:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 9664 || Showtimes: 2019-01-20T20:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 9639 || Showtimes: 2019-01-17T12:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 9653 || Showtimes: 2019-01-17T15:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 9641 || Showtimes: 2019-01-17T17:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 9642 || Showtimes: 2019-01-17T20:00:00
>>> Subtotal SessionIds : 149|| Requests 1594 || Theatres : 14 || Branches : 10
.
.
.
.
. CinemaId: 0000001087 || Cinema Name: Major Cineplex Lotus Chana
. On progress branch : 84/154
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7882 || Showtimes: 2019-01-17T13:20:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7883 || Showtimes: 2019-01-17T16:10:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7884 || Showtimes: 2019-01-17T19:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7890 || Showtimes: 2019-01-18T10:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7891 || Showtimes: 2019-01-18T13:20:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7892 || Showtimes: 2019-01-18T16:10:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7893 || Showtimes: 2019-01-18T19:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7886 || Showtimes: 2019-01-17T13:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7889 || Showtimes: 2019-01-17T16:20:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7888 || Showtimes: 2019-01-17T19:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7894 || Showtimes: 2019-01-18T11:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7895 || Showtimes: 2019-01-18T13:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7896 || Showtimes: 2019-01-18T16:20:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7897 || Showtimes: 2019-01-18T19:00:00
>>> Subtotal SessionIds : 149|| Requests 1624 || Theatres : 14 || Branches : 10
.
.
.
.
. CinemaId: 0000001088 || Cinema Name: Major Cineplex Big C Ban Phai
. On progress branch : 85/154
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8279 || Showtimes: 2019-01-17T12:40:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8280 || Showtimes: 2019-01-17T15:20:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8281 || Showtimes: 2019-01-17T18:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8282 || Showtimes: 2019-01-17T20:45:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8288 || Showtimes: 2019-01-18T10:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8289 || Showtimes: 2019-01-18T12:40:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8290 || Showtimes: 2019-01-18T15:20:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8291 || Showtimes: 2019-01-18T18:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8292 || Showtimes: 2019-01-18T20:45:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 8285 || Showtimes: 2019-01-17T14:45:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 8286 || Showtimes: 2019-01-17T17:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 8287 || Showtimes: 2019-01-17T20:15:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 8293 || Showtimes: 2019-01-18T09:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 8294 || Showtimes: 2019-01-18T12:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 8295 || Showtimes: 2019-01-18T14:45:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 8296 || Showtimes: 2019-01-18T17:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 8297 || Showtimes: 2019-01-18T20:15:00
>>> Subtotal SessionIds : 149|| Requests 1660 || Theatres : 14 || Branches : 10
.
.
.
.
. CinemaId: 0000001089 || Cinema Name: Major Cineplex Jampha Lamphun
. On progress branch : 86/154
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 14789 || Showtimes: 2019-01-17T13:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 14790 || Showtimes: 2019-01-17T15:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 14791 || Showtimes: 2019-01-17T18:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 14792 || Showtimes: 2019-01-17T20:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 14794 || Showtimes: 2019-01-17T14:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 14795 || Showtimes: 2019-01-17T17:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 14796 || Showtimes: 2019-01-17T20:00:00
>>> Theatre Name: Theatre 3 || Theatre Number: 3 || SessionId: 14802 || Showtimes: 2019-01-17T15:00:00
>>> Theatre Name: Theatre 3 || Theatre Number: 3 || SessionId: 14803 || Showtimes: 2019-01-17T17:30:00
>>> Theatre Name: Theatre 3 || Theatre Number: 3 || SessionId: 14804 || Showtimes: 2019-01-17T21:00:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14798 || Showtimes: 2019-01-17T14:30:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14799 || Showtimes: 2019-01-17T17:30:00
>>> Theatre Name: Theatre 4 || Theatre Number: 4 || SessionId: 14800 || Showtimes: 2019-01-17T20:30:00
>>> Subtotal SessionIds : 149|| Requests 1688 || Theatres : 14 || Branches : 10
.
.
.
.
. CinemaId: 0000001090 || Cinema Name: Major Cineplex Big C Sichon
. On progress branch : 87/154
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7132 || Showtimes: 2019-01-17T14:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7133 || Showtimes: 2019-01-17T17:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7134 || Showtimes: 2019-01-17T19:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7139 || Showtimes: 2019-01-18T11:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7140 || Showtimes: 2019-01-18T14:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7141 || Showtimes: 2019-01-18T17:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7142 || Showtimes: 2019-01-18T19:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7147 || Showtimes: 2019-01-19T11:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7148 || Showtimes: 2019-01-19T13:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7149 || Showtimes: 2019-01-19T16:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7150 || Showtimes: 2019-01-19T19:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7163 || Showtimes: 2019-01-20T11:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7164 || Showtimes: 2019-01-20T13:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7165 || Showtimes: 2019-01-20T16:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7166 || Showtimes: 2019-01-20T19:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7136 || Showtimes: 2019-01-17T14:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7137 || Showtimes: 2019-01-17T17:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7138 || Showtimes: 2019-01-17T20:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7143 || Showtimes: 2019-01-18T11:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7144 || Showtimes: 2019-01-18T14:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7145 || Showtimes: 2019-01-18T17:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7146 || Showtimes: 2019-01-18T20:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7151 || Showtimes: 2019-01-19T11:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7152 || Showtimes: 2019-01-19T14:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7153 || Showtimes: 2019-01-19T17:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7154 || Showtimes: 2019-01-19T20:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7167 || Showtimes: 2019-01-20T11:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7168 || Showtimes: 2019-01-20T14:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7169 || Showtimes: 2019-01-20T17:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7170 || Showtimes: 2019-01-20T20:00:00
>>> Subtotal SessionIds : 149|| Requests 1750 || Theatres : 14 || Branches : 10
.
.
.
.
. CinemaId: 0000001091 || Cinema Name: Major Cineplex Lotus Prachuap Khiri Khan
. On progress branch : 88/154
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8021 || Showtimes: 2019-01-17T12:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8022 || Showtimes: 2019-01-17T15:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8023 || Showtimes: 2019-01-17T17:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8024 || Showtimes: 2019-01-17T20:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8030 || Showtimes: 2019-01-18T10:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8031 || Showtimes: 2019-01-18T12:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8032 || Showtimes: 2019-01-18T15:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8033 || Showtimes: 2019-01-18T17:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 8034 || Showtimes: 2019-01-18T20:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7960 || Showtimes: 2019-01-31T10:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7961 || Showtimes: 2019-01-31T12:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7962 || Showtimes: 2019-01-31T15:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7963 || Showtimes: 2019-01-31T17:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7964 || Showtimes: 2019-01-31T20:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7965 || Showtimes: 2019-02-01T10:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7966 || Showtimes: 2019-02-01T12:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7967 || Showtimes: 2019-02-01T15:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7968 || Showtimes: 2019-02-01T17:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7969 || Showtimes: 2019-02-01T20:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7970 || Showtimes: 2019-02-02T10:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7971 || Showtimes: 2019-02-02T12:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7972 || Showtimes: 2019-02-02T15:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7973 || Showtimes: 2019-02-02T17:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7974 || Showtimes: 2019-02-02T20:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7975 || Showtimes: 2019-02-03T10:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7976 || Showtimes: 2019-02-03T12:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7977 || Showtimes: 2019-02-03T15:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7978 || Showtimes: 2019-02-03T17:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7979 || Showtimes: 2019-02-03T20:00:00
!!!! Error: https://api-cinema.truemoney.net/SeatPlan/0000001091/8026 >> function getSeatsIngroup
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 8040 || Showtimes: 2019-01-17T15:10:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 8028 || Showtimes: 2019-01-17T17:40:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 8029 || Showtimes: 2019-01-17T20:20:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 8035 || Showtimes: 2019-01-18T10:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 8036 || Showtimes: 2019-01-18T12:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 8041 || Showtimes: 2019-01-18T15:10:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 8038 || Showtimes: 2019-01-18T17:40:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 8039 || Showtimes: 2019-01-18T20:20:00
>>> Subtotal SessionIds : 149|| Requests 1828 || Theatres : 14 || Branches : 10
.
.
.
.
. CinemaId: 0000001092 || Cinema Name: Major Cineplex Lotus Samphran
. On progress branch : 89/154
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7756 || Showtimes: 2019-01-17T13:20:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7757 || Showtimes: 2019-01-17T16:10:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7758 || Showtimes: 2019-01-17T19:00:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7763 || Showtimes: 2019-01-18T10:30:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7764 || Showtimes: 2019-01-18T13:20:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7765 || Showtimes: 2019-01-18T16:10:00
>>> Theatre Name: Theatre 1 || Theatre Number: 1 || SessionId: 7766 || Showtimes: 2019-01-18T19:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7760 || Showtimes: 2019-01-17T13:50:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7771 || Showtimes: 2019-01-17T16:50:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7762 || Showtimes: 2019-01-17T19:30:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7767 || Showtimes: 2019-01-18T11:00:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7768 || Showtimes: 2019-01-18T13:50:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7772 || Showtimes: 2019-01-18T16:50:00
>>> Theatre Name: Theatre 2 || Theatre Number: 2 || SessionId: 7770 || Showtimes: 2019-01-18T19:30:00
>>> Subtotal SessionIds : 149|| Requests 1858 || Theatres : 14 || Branches : 10
.
.
.
.
. CinemaId: 0000001093 || Cinema Name: Major Cineplex Robinson Phetchaburi
. On progress branch : 90/154
>>> Theatre Name:  1  || Theatre Number: 1 || SessionId: 15297 || Showtimes: 2019-01-17T13:30:00
>>> Theatre Name:  1  || Theatre Number: 1 || SessionId: 15298 || Showtimes: 2019-01-17T16:30:00
!!!! Error: https://api-cinema.truemoney.net/TicketPrices/0000001093/15299 >> function getSeatsIngroup
>>> Theatre Name:  2  || Theatre Number: 2 || SessionId: 15301 || Showtimes: 2019-01-17T14:00:00
>>> Theatre Name:  2  || Theatre Number: 2 || SessionId: 15302 || Showtimes: 2019-01-17T16:30:00
>>> Theatre Name:  2  || Theatre Number: 2 || SessionId: 15303 || Showtimes: 2019-01-17T19:30:00
!!!! Error: https://api-cinema.truemoney.net/SeatPlan/0000001093/15305 >> function getSeatsIngroup
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15306 || Showtimes: 2019-01-17T17:30:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15307 || Showtimes: 2019-01-17T20:30:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15276 || Showtimes: 2019-01-31T10:30:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15277 || Showtimes: 2019-01-31T13:00:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15278 || Showtimes: 2019-01-31T15:30:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15279 || Showtimes: 2019-01-31T18:00:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15280 || Showtimes: 2019-01-31T20:30:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15286 || Showtimes: 2019-02-01T10:30:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15287 || Showtimes: 2019-02-01T13:00:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15288 || Showtimes: 2019-02-01T15:30:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15289 || Showtimes: 2019-02-01T18:00:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15290 || Showtimes: 2019-02-01T20:30:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15281 || Showtimes: 2019-02-02T10:30:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15282 || Showtimes: 2019-02-02T13:00:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15283 || Showtimes: 2019-02-02T15:30:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15284 || Showtimes: 2019-02-02T18:00:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15285 || Showtimes: 2019-02-02T20:30:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15291 || Showtimes: 2019-02-03T10:30:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15292 || Showtimes: 2019-02-03T13:00:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15293 || Showtimes: 2019-02-03T15:30:00
>>> Theatre Name:  3  || Theatre Number: 3 || SessionId: 15294 || Showtimes: 2019-02-03T18:00:00
